,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata,labels_single
2606,2606,0027_212_17469-17533_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_212_17469-17533_11', 'start_frame': 16975, 'end_frame': 17039, 'label': [11], 'view': 'center', 'filenames': '0027_212_17469-17533_11.mp4', 'durations': 64}",11
2607,2607,0027_213_17533-17597_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_213_17533-17597_4', 'start_frame': 17469, 'end_frame': 17533, 'label': [4], 'view': 'center', 'filenames': '0027_213_17533-17597_4.mp4', 'durations': 64}",4
2608,2608,0027_214_17747-17811_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_214_17747-17811_4', 'start_frame': 17533, 'end_frame': 17597, 'label': [4], 'view': 'center', 'filenames': '0027_214_17747-17811_4.mp4', 'durations': 64}",4
2609,2609,0027_215_18584-18648_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_215_18584-18648_4', 'start_frame': 17747, 'end_frame': 17811, 'label': [4], 'view': 'center', 'filenames': '0027_215_18584-18648_4.mp4', 'durations': 64}",4
2610,2610,0027_216_18648-18712_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_216_18648-18712_4', 'start_frame': 18584, 'end_frame': 18648, 'label': [4], 'view': 'center', 'filenames': '0027_216_18648-18712_4.mp4', 'durations': 64}",4
2611,2611,0027_217_18758-18822_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_217_18758-18822_4', 'start_frame': 18648, 'end_frame': 18712, 'label': [4], 'view': 'center', 'filenames': '0027_217_18758-18822_4.mp4', 'durations': 64}",4
2612,2612,0027_218_18822-18886_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_218_18822-18886_9', 'start_frame': 18758, 'end_frame': 18822, 'label': [9], 'view': 'center', 'filenames': '0027_218_18822-18886_9.mp4', 'durations': 64}",9
2613,2613,0027_219_19120-19184_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_219_19120-19184_9', 'start_frame': 18822, 'end_frame': 18886, 'label': [9], 'view': 'center', 'filenames': '0027_219_19120-19184_9.mp4', 'durations': 64}",9
2614,2614,0027_220_19184-19248_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_220_19184-19248_8', 'start_frame': 19120, 'end_frame': 19184, 'label': [8], 'view': 'center', 'filenames': '0027_220_19184-19248_8.mp4', 'durations': 64}",8
2615,2615,0027_221_19248-19312_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_221_19248-19312_8', 'start_frame': 19184, 'end_frame': 19248, 'label': [8], 'view': 'center', 'filenames': '0027_221_19248-19312_8.mp4', 'durations': 64}",8
2616,2616,0027_222_19481-19545_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_222_19481-19545_8', 'start_frame': 19248, 'end_frame': 19312, 'label': [8], 'view': 'center', 'filenames': '0027_222_19481-19545_8.mp4', 'durations': 64}",8
2617,2617,0027_223_19545-19609_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_223_19545-19609_8', 'start_frame': 19481, 'end_frame': 19545, 'label': [8], 'view': 'center', 'filenames': '0027_223_19545-19609_8.mp4', 'durations': 64}",8
2618,2618,0027_224_19663-19727_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_224_19663-19727_8', 'start_frame': 19545, 'end_frame': 19609, 'label': [8], 'view': 'center', 'filenames': '0027_224_19663-19727_8.mp4', 'durations': 64}",8
2619,2619,0027_225_19732-19796_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_225_19732-19796_8', 'start_frame': 19663, 'end_frame': 19727, 'label': [8], 'view': 'center', 'filenames': '0027_225_19732-19796_8.mp4', 'durations': 64}",8
2620,2620,0027_226_19782-19846_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_226_19782-19846_8', 'start_frame': 19732, 'end_frame': 19796, 'label': [8], 'view': 'center', 'filenames': '0027_226_19782-19846_8.mp4', 'durations': 64}",8
2621,2621,0027_227_19846-19910_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_227_19846-19910_8', 'start_frame': 19782, 'end_frame': 19846, 'label': [8], 'view': 'center', 'filenames': '0027_227_19846-19910_8.mp4', 'durations': 64}",8
2622,2622,0027_228_19959-20023_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_228_19959-20023_8', 'start_frame': 19846, 'end_frame': 19910, 'label': [8], 'view': 'center', 'filenames': '0027_228_19959-20023_8.mp4', 'durations': 64}",8
2623,2623,0027_229_20020-20084_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_229_20020-20084_8', 'start_frame': 19959, 'end_frame': 20023, 'label': [8], 'view': 'center', 'filenames': '0027_229_20020-20084_8.mp4', 'durations': 64}",8
2624,2624,0027_230_20084-20148_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_230_20084-20148_8', 'start_frame': 20020, 'end_frame': 20084, 'label': [8], 'view': 'center', 'filenames': '0027_230_20084-20148_8.mp4', 'durations': 64}",8
2625,2625,0027_231_20100-20164_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_231_20100-20164_8', 'start_frame': 20084, 'end_frame': 20148, 'label': [8], 'view': 'center', 'filenames': '0027_231_20100-20164_8.mp4', 'durations': 64}",8
2626,2626,0027_232_20155-20219_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_232_20155-20219_8', 'start_frame': 20100, 'end_frame': 20164, 'label': [8], 'view': 'center', 'filenames': '0027_232_20155-20219_8.mp4', 'durations': 64}",8
2627,2627,0027_233_20249-20313_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_233_20249-20313_8', 'start_frame': 20155, 'end_frame': 20219, 'label': [8], 'view': 'center', 'filenames': '0027_233_20249-20313_8.mp4', 'durations': 64}",8
2628,2628,0027_234_20280-20344_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_234_20280-20344_8', 'start_frame': 20249, 'end_frame': 20313, 'label': [8], 'view': 'center', 'filenames': '0027_234_20280-20344_8.mp4', 'durations': 64}",8
2629,2629,0027_235_20360-20424_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_235_20360-20424_8', 'start_frame': 20280, 'end_frame': 20344, 'label': [8], 'view': 'center', 'filenames': '0027_235_20360-20424_8.mp4', 'durations': 64}",8
2630,2630,0027_236_20424-20488_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_236_20424-20488_8', 'start_frame': 20360, 'end_frame': 20424, 'label': [8], 'view': 'center', 'filenames': '0027_236_20424-20488_8.mp4', 'durations': 64}",8
2631,2631,0027_237_20578-20642_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_237_20578-20642_8', 'start_frame': 20424, 'end_frame': 20488, 'label': [8], 'view': 'center', 'filenames': '0027_237_20578-20642_8.mp4', 'durations': 64}",8
2632,2632,0027_238_20651-20715_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_238_20651-20715_2', 'start_frame': 20578, 'end_frame': 20642, 'label': [2], 'view': 'center', 'filenames': '0027_238_20651-20715_2.mp4', 'durations': 64}",2
2633,2633,0027_239_20715-20779_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_239_20715-20779_4', 'start_frame': 20651, 'end_frame': 20715, 'label': [4], 'view': 'center', 'filenames': '0027_239_20715-20779_4.mp4', 'durations': 64}",4
2634,2634,0027_240_20731-20795_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_240_20731-20795_4', 'start_frame': 20715, 'end_frame': 20779, 'label': [4], 'view': 'center', 'filenames': '0027_240_20731-20795_4.mp4', 'durations': 64}",4
2635,2635,0027_241_20794-20858_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_241_20794-20858_4', 'start_frame': 20731, 'end_frame': 20795, 'label': [4], 'view': 'center', 'filenames': '0027_241_20794-20858_4.mp4', 'durations': 64}",4
2636,2636,0027_242_20841-20905_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_242_20841-20905_4', 'start_frame': 20794, 'end_frame': 20858, 'label': [4], 'view': 'center', 'filenames': '0027_242_20841-20905_4.mp4', 'durations': 64}",4
2637,2637,0027_243_20979-21043_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_243_20979-21043_4', 'start_frame': 20841, 'end_frame': 20905, 'label': [4], 'view': 'center', 'filenames': '0027_243_20979-21043_4.mp4', 'durations': 64}",4
2638,2638,0027_244_21080-21144_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_244_21080-21144_8', 'start_frame': 20979, 'end_frame': 21043, 'label': [8], 'view': 'center', 'filenames': '0027_244_21080-21144_8.mp4', 'durations': 64}",8
2639,2639,0027_245_21195-21259_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_245_21195-21259_4', 'start_frame': 21080, 'end_frame': 21144, 'label': [4], 'view': 'center', 'filenames': '0027_245_21195-21259_4.mp4', 'durations': 64}",4
2640,2640,0027_246_21259-21323_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_246_21259-21323_11', 'start_frame': 21195, 'end_frame': 21259, 'label': [11], 'view': 'center', 'filenames': '0027_246_21259-21323_11.mp4', 'durations': 64}",11
2641,2641,0027_247_21323-21387_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_247_21323-21387_11', 'start_frame': 21259, 'end_frame': 21323, 'label': [11], 'view': 'center', 'filenames': '0027_247_21323-21387_11.mp4', 'durations': 64}",11
2642,2642,0027_248_21387-21451_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_248_21387-21451_11', 'start_frame': 21323, 'end_frame': 21387, 'label': [11], 'view': 'center', 'filenames': '0027_248_21387-21451_11.mp4', 'durations': 64}",11
2643,2643,0027_249_21451-21515_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_249_21451-21515_11', 'start_frame': 21387, 'end_frame': 21451, 'label': [11], 'view': 'center', 'filenames': '0027_249_21451-21515_11.mp4', 'durations': 64}",11
2644,2644,0027_250_21601-21665_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_250_21601-21665_11', 'start_frame': 21451, 'end_frame': 21515, 'label': [11], 'view': 'center', 'filenames': '0027_250_21601-21665_11.mp4', 'durations': 64}",11
2645,2645,0027_251_21665-21729_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_251_21665-21729_4', 'start_frame': 21601, 'end_frame': 21665, 'label': [4], 'view': 'center', 'filenames': '0027_251_21665-21729_4.mp4', 'durations': 64}",4
2646,2646,0027_252_21686-21750_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_252_21686-21750_4', 'start_frame': 21665, 'end_frame': 21729, 'label': [4], 'view': 'center', 'filenames': '0027_252_21686-21750_4.mp4', 'durations': 64}",4
2647,2647,0027_253_21750-21814_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_253_21750-21814_4', 'start_frame': 21686, 'end_frame': 21750, 'label': [4], 'view': 'center', 'filenames': '0027_253_21750-21814_4.mp4', 'durations': 64}",4
2648,2648,0027_254_21872-21936_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_254_21872-21936_4', 'start_frame': 21750, 'end_frame': 21814, 'label': [4], 'view': 'center', 'filenames': '0027_254_21872-21936_4.mp4', 'durations': 64}",4
2649,2649,0027_255_22312-22376_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_255_22312-22376_4', 'start_frame': 21872, 'end_frame': 21936, 'label': [4], 'view': 'center', 'filenames': '0027_255_22312-22376_4.mp4', 'durations': 64}",4
2650,2650,0027_256_22376-22440_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_256_22376-22440_4', 'start_frame': 22312, 'end_frame': 22376, 'label': [4], 'view': 'center', 'filenames': '0027_256_22376-22440_4.mp4', 'durations': 64}",4
2652,2652,0027_258_22492-22556_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_258_22492-22556_7', 'start_frame': 22428, 'end_frame': 22492, 'label': [7], 'view': 'center', 'filenames': '0027_258_22492-22556_7.mp4', 'durations': 64}",7
2653,2653,0027_259_22556-22620_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_259_22556-22620_7', 'start_frame': 22492, 'end_frame': 22556, 'label': [7], 'view': 'center', 'filenames': '0027_259_22556-22620_7.mp4', 'durations': 64}",7
2654,2654,0027_260_22620-22684_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_260_22620-22684_7', 'start_frame': 22556, 'end_frame': 22620, 'label': [7], 'view': 'center', 'filenames': '0027_260_22620-22684_7.mp4', 'durations': 64}",7
2655,2655,0027_261_22733-22797_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_261_22733-22797_7', 'start_frame': 22620, 'end_frame': 22684, 'label': [7], 'view': 'center', 'filenames': '0027_261_22733-22797_7.mp4', 'durations': 64}",7
2656,2656,0027_262_22797-22861_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_262_22797-22861_11', 'start_frame': 22733, 'end_frame': 22797, 'label': [11], 'view': 'center', 'filenames': '0027_262_22797-22861_11.mp4', 'durations': 64}",11
2657,2657,0027_263_22871-22935_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_263_22871-22935_11', 'start_frame': 22797, 'end_frame': 22861, 'label': [11], 'view': 'center', 'filenames': '0027_263_22871-22935_11.mp4', 'durations': 64}",11
2658,2658,0027_264_22925-22989_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_264_22925-22989_4', 'start_frame': 22871, 'end_frame': 22935, 'label': [4], 'view': 'center', 'filenames': '0027_264_22925-22989_4.mp4', 'durations': 64}",4
2659,2659,0027_265_22979-23043_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_265_22979-23043_4', 'start_frame': 22925, 'end_frame': 22989, 'label': [4], 'view': 'center', 'filenames': '0027_265_22979-23043_4.mp4', 'durations': 64}",4
2660,2660,0027_266_23028-23092_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_266_23028-23092_4', 'start_frame': 22979, 'end_frame': 23043, 'label': [4], 'view': 'center', 'filenames': '0027_266_23028-23092_4.mp4', 'durations': 64}",4
2661,2661,0027_267_23075-23139_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_267_23075-23139_4', 'start_frame': 23028, 'end_frame': 23092, 'label': [4], 'view': 'center', 'filenames': '0027_267_23075-23139_4.mp4', 'durations': 64}",4
2662,2662,0027_268_23328-23392_4.mp4,,64,center,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_268_23328-23392_4', 'start_frame': 23075, 'end_frame': 23139, 'label': [4], 'view': 'center', 'filenames': '0027_268_23328-23392_4.mp4', 'durations': 64}",4
2664,2664,0027_270_23517-23581_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_270_23517-23581_7', 'start_frame': 23366, 'end_frame': 23430, 'label': [7], 'view': 'center', 'filenames': '0027_270_23517-23581_7.mp4', 'durations': 64}",7
2668,2668,0027_274_23648-23712_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_274_23648-23712_7', 'start_frame': 23589, 'end_frame': 23653, 'label': [7], 'view': 'center', 'filenames': '0027_274_23648-23712_7.mp4', 'durations': 64}",7
2670,2670,0027_276_23833-23897_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_276_23833-23897_7', 'start_frame': 23697, 'end_frame': 23761, 'label': [7], 'view': 'center', 'filenames': '0027_276_23833-23897_7.mp4', 'durations': 64}",7
2671,2671,0027_277_23897-23961_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_277_23897-23961_1', 'start_frame': 23833, 'end_frame': 23897, 'label': [1], 'view': 'center', 'filenames': '0027_277_23897-23961_1.mp4', 'durations': 64}",1
2673,2673,0027_279_23959-24023_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_279_23959-24023_7', 'start_frame': 23889, 'end_frame': 23953, 'label': [7], 'view': 'center', 'filenames': '0027_279_23959-24023_7.mp4', 'durations': 64}",7
2675,2675,0027_281_24248-24312_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_281_24248-24312_7', 'start_frame': 23990, 'end_frame': 24054, 'label': [7], 'view': 'center', 'filenames': '0027_281_24248-24312_7.mp4', 'durations': 64}",7
2676,2676,0027_282_24312-24376_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_282_24312-24376_8', 'start_frame': 24248, 'end_frame': 24312, 'label': [8], 'view': 'center', 'filenames': '0027_282_24312-24376_8.mp4', 'durations': 64}",8
2677,2677,0027_283_24360-24424_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_283_24360-24424_8', 'start_frame': 24312, 'end_frame': 24376, 'label': [8], 'view': 'center', 'filenames': '0027_283_24360-24424_8.mp4', 'durations': 64}",8
2678,2678,0027_284_24439-24503_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_284_24439-24503_8', 'start_frame': 24360, 'end_frame': 24424, 'label': [8], 'view': 'center', 'filenames': '0027_284_24439-24503_8.mp4', 'durations': 64}",8
2679,2679,0027_285_24503-24567_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_285_24503-24567_8', 'start_frame': 24439, 'end_frame': 24503, 'label': [8], 'view': 'center', 'filenames': '0027_285_24503-24567_8.mp4', 'durations': 64}",8
2680,2680,0027_286_24670-24734_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_286_24670-24734_8', 'start_frame': 24503, 'end_frame': 24567, 'label': [8], 'view': 'center', 'filenames': '0027_286_24670-24734_8.mp4', 'durations': 64}",8
2681,2681,0027_287_24870-24934_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_287_24870-24934_7', 'start_frame': 24670, 'end_frame': 24734, 'label': [7], 'view': 'center', 'filenames': '0027_287_24870-24934_7.mp4', 'durations': 64}",7
2682,2682,0027_288_24946-25010_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_288_24946-25010_7', 'start_frame': 24870, 'end_frame': 24934, 'label': [7], 'view': 'center', 'filenames': '0027_288_24946-25010_7.mp4', 'durations': 64}",7
2684,2684,0027_290_25066-25130_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_290_25066-25130_8', 'start_frame': 25002, 'end_frame': 25066, 'label': [8], 'view': 'center', 'filenames': '0027_290_25066-25130_8.mp4', 'durations': 64}",8
2686,2686,0027_292_25130-25194_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_292_25130-25194_7', 'start_frame': 25072, 'end_frame': 25136, 'label': [7], 'view': 'center', 'filenames': '0027_292_25130-25194_7.mp4', 'durations': 64}",7
2687,2687,0027_293_25212-25276_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_293_25212-25276_7', 'start_frame': 25130, 'end_frame': 25194, 'label': [7], 'view': 'center', 'filenames': '0027_293_25212-25276_7.mp4', 'durations': 64}",7
2688,2688,0027_294_25324-25388_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_294_25324-25388_8', 'start_frame': 25212, 'end_frame': 25276, 'label': [8], 'view': 'center', 'filenames': '0027_294_25324-25388_8.mp4', 'durations': 64}",8
2689,2689,0027_295_25405-25469_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_295_25405-25469_7', 'start_frame': 25324, 'end_frame': 25388, 'label': [7], 'view': 'center', 'filenames': '0027_295_25405-25469_7.mp4', 'durations': 64}",7
2690,2690,0027_296_25469-25533_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_296_25469-25533_8', 'start_frame': 25405, 'end_frame': 25469, 'label': [8], 'view': 'center', 'filenames': '0027_296_25469-25533_8.mp4', 'durations': 64}",8
2692,2692,0027_298_25550-25614_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_298_25550-25614_7', 'start_frame': 25456, 'end_frame': 25520, 'label': [7], 'view': 'center', 'filenames': '0027_298_25550-25614_7.mp4', 'durations': 64}",7
2693,2693,0027_299_25614-25678_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_299_25614-25678_7', 'start_frame': 25550, 'end_frame': 25614, 'label': [7], 'view': 'center', 'filenames': '0027_299_25614-25678_7.mp4', 'durations': 64}",7
2694,2694,0027_300_25664-25728_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_300_25664-25728_7', 'start_frame': 25614, 'end_frame': 25678, 'label': [7], 'view': 'center', 'filenames': '0027_300_25664-25728_7.mp4', 'durations': 64}",7
2696,2696,0027_302_25846-25910_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_302_25846-25910_7', 'start_frame': 25695, 'end_frame': 25759, 'label': [7], 'view': 'center', 'filenames': '0027_302_25846-25910_7.mp4', 'durations': 64}",7
2697,2697,0027_303_25910-25974_8.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_303_25910-25974_8', 'start_frame': 25846, 'end_frame': 25910, 'label': [8], 'view': 'center', 'filenames': '0027_303_25910-25974_8.mp4', 'durations': 64}",8
