,Unnamed: 0,filenames,folder_name,durations,view,labels,metadata
2585,2585,0027_191_14702-14766_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_191_14702-14766_2', 'start_frame': 14638, 'end_frame': 14702, 'label': [2], 'view': 'center', 'filenames': '0027_191_14702-14766_2.mp4', 'durations': 64}"
2594,2594,0027_200_15484-15548_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_200_15484-15548_2', 'start_frame': 15280, 'end_frame': 15344, 'label': [2], 'view': 'center', 'filenames': '0027_200_15484-15548_2.mp4', 'durations': 64}"
2606,2606,0027_212_17469-17533_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_212_17469-17533_11', 'start_frame': 16975, 'end_frame': 17039, 'label': [11], 'view': 'center', 'filenames': '0027_212_17469-17533_11.mp4', 'durations': 64}"
2612,2612,0027_218_18822-18886_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_218_18822-18886_9', 'start_frame': 18758, 'end_frame': 18822, 'label': [9], 'view': 'center', 'filenames': '0027_218_18822-18886_9.mp4', 'durations': 64}"
2613,2613,0027_219_19120-19184_9.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_219_19120-19184_9', 'start_frame': 18822, 'end_frame': 18886, 'label': [9], 'view': 'center', 'filenames': '0027_219_19120-19184_9.mp4', 'durations': 64}"
2632,2632,0027_238_20651-20715_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_238_20651-20715_2', 'start_frame': 20578, 'end_frame': 20642, 'label': [2], 'view': 'center', 'filenames': '0027_238_20651-20715_2.mp4', 'durations': 64}"
2640,2640,0027_246_21259-21323_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_246_21259-21323_11', 'start_frame': 21195, 'end_frame': 21259, 'label': [11], 'view': 'center', 'filenames': '0027_246_21259-21323_11.mp4', 'durations': 64}"
2641,2641,0027_247_21323-21387_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_247_21323-21387_11', 'start_frame': 21259, 'end_frame': 21323, 'label': [11], 'view': 'center', 'filenames': '0027_247_21323-21387_11.mp4', 'durations': 64}"
2642,2642,0027_248_21387-21451_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_248_21387-21451_11', 'start_frame': 21323, 'end_frame': 21387, 'label': [11], 'view': 'center', 'filenames': '0027_248_21387-21451_11.mp4', 'durations': 64}"
2643,2643,0027_249_21451-21515_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_249_21451-21515_11', 'start_frame': 21387, 'end_frame': 21451, 'label': [11], 'view': 'center', 'filenames': '0027_249_21451-21515_11.mp4', 'durations': 64}"
2644,2644,0027_250_21601-21665_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_250_21601-21665_11', 'start_frame': 21451, 'end_frame': 21515, 'label': [11], 'view': 'center', 'filenames': '0027_250_21601-21665_11.mp4', 'durations': 64}"
2652,2652,0027_258_22492-22556_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_258_22492-22556_7', 'start_frame': 22428, 'end_frame': 22492, 'label': [7], 'view': 'center', 'filenames': '0027_258_22492-22556_7.mp4', 'durations': 64}"
2653,2653,0027_259_22556-22620_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_259_22556-22620_7', 'start_frame': 22492, 'end_frame': 22556, 'label': [7], 'view': 'center', 'filenames': '0027_259_22556-22620_7.mp4', 'durations': 64}"
2654,2654,0027_260_22620-22684_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_260_22620-22684_7', 'start_frame': 22556, 'end_frame': 22620, 'label': [7], 'view': 'center', 'filenames': '0027_260_22620-22684_7.mp4', 'durations': 64}"
2655,2655,0027_261_22733-22797_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_261_22733-22797_7', 'start_frame': 22620, 'end_frame': 22684, 'label': [7], 'view': 'center', 'filenames': '0027_261_22733-22797_7.mp4', 'durations': 64}"
2656,2656,0027_262_22797-22861_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_262_22797-22861_11', 'start_frame': 22733, 'end_frame': 22797, 'label': [11], 'view': 'center', 'filenames': '0027_262_22797-22861_11.mp4', 'durations': 64}"
2657,2657,0027_263_22871-22935_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0027_263_22871-22935_11', 'start_frame': 22797, 'end_frame': 22861, 'label': [11], 'view': 'center', 'filenames': '0027_263_22871-22935_11.mp4', 'durations': 64}"
2664,2664,0027_270_23517-23581_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_270_23517-23581_7', 'start_frame': 23366, 'end_frame': 23430, 'label': [7], 'view': 'center', 'filenames': '0027_270_23517-23581_7.mp4', 'durations': 64}"
2668,2668,0027_274_23648-23712_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_274_23648-23712_7', 'start_frame': 23589, 'end_frame': 23653, 'label': [7], 'view': 'center', 'filenames': '0027_274_23648-23712_7.mp4', 'durations': 64}"
2670,2670,0027_276_23833-23897_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_276_23833-23897_7', 'start_frame': 23697, 'end_frame': 23761, 'label': [7], 'view': 'center', 'filenames': '0027_276_23833-23897_7.mp4', 'durations': 64}"
2671,2671,0027_277_23897-23961_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_277_23897-23961_1', 'start_frame': 23833, 'end_frame': 23897, 'label': [1], 'view': 'center', 'filenames': '0027_277_23897-23961_1.mp4', 'durations': 64}"
2672,2672,0027_278_23889-23953_1-7.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_278_23889-23953_1-7', 'start_frame': 23897, 'end_frame': 23961, 'label': [1, 7], 'view': 'center', 'filenames': '0027_278_23889-23953_1-7.mp4', 'durations': 64}"
2673,2673,0027_279_23959-24023_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_279_23959-24023_7', 'start_frame': 23889, 'end_frame': 23953, 'label': [7], 'view': 'center', 'filenames': '0027_279_23959-24023_7.mp4', 'durations': 64}"
2675,2675,0027_281_24248-24312_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_281_24248-24312_7', 'start_frame': 23990, 'end_frame': 24054, 'label': [7], 'view': 'center', 'filenames': '0027_281_24248-24312_7.mp4', 'durations': 64}"
2681,2681,0027_287_24870-24934_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_287_24870-24934_7', 'start_frame': 24670, 'end_frame': 24734, 'label': [7], 'view': 'center', 'filenames': '0027_287_24870-24934_7.mp4', 'durations': 64}"
2682,2682,0027_288_24946-25010_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_288_24946-25010_7', 'start_frame': 24870, 'end_frame': 24934, 'label': [7], 'view': 'center', 'filenames': '0027_288_24946-25010_7.mp4', 'durations': 64}"
2686,2686,0027_292_25130-25194_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_292_25130-25194_7', 'start_frame': 25072, 'end_frame': 25136, 'label': [7], 'view': 'center', 'filenames': '0027_292_25130-25194_7.mp4', 'durations': 64}"
2687,2687,0027_293_25212-25276_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_293_25212-25276_7', 'start_frame': 25130, 'end_frame': 25194, 'label': [7], 'view': 'center', 'filenames': '0027_293_25212-25276_7.mp4', 'durations': 64}"
2689,2689,0027_295_25405-25469_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_295_25405-25469_7', 'start_frame': 25324, 'end_frame': 25388, 'label': [7], 'view': 'center', 'filenames': '0027_295_25405-25469_7.mp4', 'durations': 64}"
2692,2692,0027_298_25550-25614_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_298_25550-25614_7', 'start_frame': 25456, 'end_frame': 25520, 'label': [7], 'view': 'center', 'filenames': '0027_298_25550-25614_7.mp4', 'durations': 64}"
2693,2693,0027_299_25614-25678_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_299_25614-25678_7', 'start_frame': 25550, 'end_frame': 25614, 'label': [7], 'view': 'center', 'filenames': '0027_299_25614-25678_7.mp4', 'durations': 64}"
2694,2694,0027_300_25664-25728_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_300_25664-25728_7', 'start_frame': 25614, 'end_frame': 25678, 'label': [7], 'view': 'center', 'filenames': '0027_300_25664-25728_7.mp4', 'durations': 64}"
2696,2696,0027_302_25846-25910_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_302_25846-25910_7', 'start_frame': 25695, 'end_frame': 25759, 'label': [7], 'view': 'center', 'filenames': '0027_302_25846-25910_7.mp4', 'durations': 64}"
2708,2708,0027_314_26982-27046_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_314_26982-27046_7', 'start_frame': 26771, 'end_frame': 26835, 'label': [7], 'view': 'center', 'filenames': '0027_314_26982-27046_7.mp4', 'durations': 64}"
2712,2712,0027_318_27350-27414_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0027_318_27350-27414_7', 'start_frame': 27085, 'end_frame': 27149, 'label': [7], 'view': 'center', 'filenames': '0027_318_27350-27414_7.mp4', 'durations': 64}"
2715,2715,0028_000_00532-00596_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_000_00532-00596_7', 'start_frame': 445, 'end_frame': 509, 'label': [7], 'view': 'center', 'filenames': '0028_000_00532-00596_7.mp4', 'durations': 64}"
2721,2721,0028_006_03416-03480_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_006_03416-03480_7', 'start_frame': 3290, 'end_frame': 3354, 'label': [7], 'view': 'center', 'filenames': '0028_006_03416-03480_7.mp4', 'durations': 64}"
2725,2725,0028_010_04384-04448_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_010_04384-04448_7', 'start_frame': 3507, 'end_frame': 3571, 'label': [7], 'view': 'center', 'filenames': '0028_010_04384-04448_7.mp4', 'durations': 64}"
2727,2727,0028_012_05187-05251_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_012_05187-05251_7', 'start_frame': 4406, 'end_frame': 4470, 'label': [7], 'view': 'center', 'filenames': '0028_012_05187-05251_7.mp4', 'durations': 64}"
2729,2729,0028_014_05360-05424_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_014_05360-05424_7', 'start_frame': 5211, 'end_frame': 5275, 'label': [7], 'view': 'center', 'filenames': '0028_014_05360-05424_7.mp4', 'durations': 64}"
2731,2731,0028_016_05768-05832_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_016_05768-05832_7', 'start_frame': 5381, 'end_frame': 5445, 'label': [7], 'view': 'center', 'filenames': '0028_016_05768-05832_7.mp4', 'durations': 64}"
2734,2734,0028_019_06150-06214_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_019_06150-06214_7', 'start_frame': 5979, 'end_frame': 6043, 'label': [7], 'view': 'center', 'filenames': '0028_019_06150-06214_7.mp4', 'durations': 64}"
2735,2735,0028_020_06214-06278_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_020_06214-06278_12', 'start_frame': 6150, 'end_frame': 6214, 'label': [12], 'view': 'center', 'filenames': '0028_020_06214-06278_12.mp4', 'durations': 64}"
2736,2736,0028_021_06278-06342_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_021_06278-06342_12', 'start_frame': 6214, 'end_frame': 6278, 'label': [12], 'view': 'center', 'filenames': '0028_021_06278-06342_12.mp4', 'durations': 64}"
2737,2737,0028_022_06342-06406_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_022_06342-06406_12', 'start_frame': 6278, 'end_frame': 6342, 'label': [12], 'view': 'center', 'filenames': '0028_022_06342-06406_12.mp4', 'durations': 64}"
2738,2738,0028_023_06406-06470_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_023_06406-06470_12', 'start_frame': 6342, 'end_frame': 6406, 'label': [12], 'view': 'center', 'filenames': '0028_023_06406-06470_12.mp4', 'durations': 64}"
2739,2739,0028_024_06470-06534_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_024_06470-06534_12', 'start_frame': 6406, 'end_frame': 6470, 'label': [12], 'view': 'center', 'filenames': '0028_024_06470-06534_12.mp4', 'durations': 64}"
2740,2740,0028_025_06534-06598_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_025_06534-06598_12', 'start_frame': 6470, 'end_frame': 6534, 'label': [12], 'view': 'center', 'filenames': '0028_025_06534-06598_12.mp4', 'durations': 64}"
2741,2741,0028_026_06596-06660_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_026_06596-06660_12', 'start_frame': 6534, 'end_frame': 6598, 'label': [12], 'view': 'center', 'filenames': '0028_026_06596-06660_12.mp4', 'durations': 64}"
2742,2742,0028_027_06660-06724_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_027_06660-06724_12', 'start_frame': 6596, 'end_frame': 6660, 'label': [12], 'view': 'center', 'filenames': '0028_027_06660-06724_12.mp4', 'durations': 64}"
2743,2743,0028_028_06724-06788_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_028_06724-06788_12', 'start_frame': 6660, 'end_frame': 6724, 'label': [12], 'view': 'center', 'filenames': '0028_028_06724-06788_12.mp4', 'durations': 64}"
2744,2744,0028_029_06790-06854_12.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"{'sample_id': '0028_029_06790-06854_12', 'start_frame': 6724, 'end_frame': 6788, 'label': [12], 'view': 'center', 'filenames': '0028_029_06790-06854_12.mp4', 'durations': 64}"
2745,2745,0028_030_06854-06918_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_030_06854-06918_2', 'start_frame': 6790, 'end_frame': 6854, 'label': [2], 'view': 'center', 'filenames': '0028_030_06854-06918_2.mp4', 'durations': 64}"
2746,2746,0028_031_08486-08550_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_031_08486-08550_2', 'start_frame': 6854, 'end_frame': 6918, 'label': [2], 'view': 'center', 'filenames': '0028_031_08486-08550_2.mp4', 'durations': 64}"
2748,2748,0028_033_10173-10237_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_033_10173-10237_2', 'start_frame': 8514, 'end_frame': 8578, 'label': [2], 'view': 'center', 'filenames': '0028_033_10173-10237_2.mp4', 'durations': 64}"
2750,2750,0028_035_12436-12500_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_035_12436-12500_2', 'start_frame': 10201, 'end_frame': 10265, 'label': [2], 'view': 'center', 'filenames': '0028_035_12436-12500_2.mp4', 'durations': 64}"
2756,2756,0028_041_15553-15617_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_041_15553-15617_2', 'start_frame': 12564, 'end_frame': 12628, 'label': [2], 'view': 'center', 'filenames': '0028_041_15553-15617_2.mp4', 'durations': 64}"
2758,2758,0028_043_15665-15729_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_043_15665-15729_2', 'start_frame': 15601, 'end_frame': 15665, 'label': [2], 'view': 'center', 'filenames': '0028_043_15665-15729_2.mp4', 'durations': 64}"
2759,2759,0028_044_16313-16377_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_044_16313-16377_2', 'start_frame': 15665, 'end_frame': 15729, 'label': [2], 'view': 'center', 'filenames': '0028_044_16313-16377_2.mp4', 'durations': 64}"
2761,2761,0028_046_16397-16461_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_046_16397-16461_2', 'start_frame': 16345, 'end_frame': 16409, 'label': [2], 'view': 'center', 'filenames': '0028_046_16397-16461_2.mp4', 'durations': 64}"
2763,2763,0028_048_17468-17532_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_048_17468-17532_2', 'start_frame': 16419, 'end_frame': 16483, 'label': [2], 'view': 'center', 'filenames': '0028_048_17468-17532_2.mp4', 'durations': 64}"
2764,2764,0028_049_17532-17596_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0028_049_17532-17596_11', 'start_frame': 17468, 'end_frame': 17532, 'label': [11], 'view': 'center', 'filenames': '0028_049_17532-17596_11.mp4', 'durations': 64}"
2765,2765,0028_050_17529-17593_11-2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0028_050_17529-17593_11-2', 'start_frame': 17532, 'end_frame': 17596, 'label': [11, 2], 'view': 'center', 'filenames': '0028_050_17529-17593_11-2.mp4', 'durations': 64}"
2766,2766,0028_051_18850-18914_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_051_18850-18914_2', 'start_frame': 17529, 'end_frame': 17593, 'label': [2], 'view': 'center', 'filenames': '0028_051_18850-18914_2.mp4', 'durations': 64}"
2770,2770,0028_055_19025-19089_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_055_19025-19089_2', 'start_frame': 18930, 'end_frame': 18994, 'label': [2], 'view': 'center', 'filenames': '0028_055_19025-19089_2.mp4', 'durations': 64}"
2772,2772,0028_057_19229-19293_1.mp4,,64,center,[0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_057_19229-19293_1', 'start_frame': 19047, 'end_frame': 19111, 'label': [1], 'view': 'center', 'filenames': '0028_057_19229-19293_1.mp4', 'durations': 64}"
2773,2773,0028_058_19373-19437_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0028_058_19373-19437_11', 'start_frame': 19229, 'end_frame': 19293, 'label': [11], 'view': 'center', 'filenames': '0028_058_19373-19437_11.mp4', 'durations': 64}"
2774,2774,0028_059_19394-19458_1-2-8.mp4,,64,center,[0. 1. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_059_19394-19458_1-2-8', 'start_frame': 19373, 'end_frame': 19437, 'label': [1, 2, 8], 'view': 'center', 'filenames': '0028_059_19394-19458_1-2-8.mp4', 'durations': 64}"
2777,2777,0028_062_19901-19965_2.mp4,,64,center,[0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0028_062_19901-19965_2', 'start_frame': 19435, 'end_frame': 19499, 'label': [2], 'view': 'center', 'filenames': '0028_062_19901-19965_2.mp4', 'durations': 64}"
2809,2809,0029_029_14338-14402_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_029_14338-14402_11', 'start_frame': 14274, 'end_frame': 14338, 'label': [11], 'view': 'center', 'filenames': '0029_029_14338-14402_11.mp4', 'durations': 64}"
2810,2810,0029_030_14391-14455_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_030_14391-14455_11', 'start_frame': 14338, 'end_frame': 14402, 'label': [11], 'view': 'center', 'filenames': '0029_030_14391-14455_11.mp4', 'durations': 64}"
2814,2814,0029_034_14782-14846_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0029_034_14782-14846_7', 'start_frame': 14692, 'end_frame': 14756, 'label': [7], 'view': 'center', 'filenames': '0029_034_14782-14846_7.mp4', 'durations': 64}"
2819,2819,0029_039_15126-15190_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0029_039_15126-15190_7', 'start_frame': 15056, 'end_frame': 15120, 'label': [7], 'view': 'center', 'filenames': '0029_039_15126-15190_7.mp4', 'durations': 64}"
2821,2821,0029_041_15441-15505_7.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"{'sample_id': '0029_041_15441-15505_7', 'start_frame': 15150, 'end_frame': 15214, 'label': [7], 'view': 'center', 'filenames': '0029_041_15441-15505_7.mp4', 'durations': 64}"
2824,2824,0029_044_15911-15975_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_044_15911-15975_11', 'start_frame': 15847, 'end_frame': 15911, 'label': [11], 'view': 'center', 'filenames': '0029_044_15911-15975_11.mp4', 'durations': 64}"
2825,2825,0029_045_16611-16675_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_045_16611-16675_11', 'start_frame': 15911, 'end_frame': 15975, 'label': [11], 'view': 'center', 'filenames': '0029_045_16611-16675_11.mp4', 'durations': 64}"
2831,2831,0029_051_17600-17664_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_051_17600-17664_11', 'start_frame': 17536, 'end_frame': 17600, 'label': [11], 'view': 'center', 'filenames': '0029_051_17600-17664_11.mp4', 'durations': 64}"
2832,2832,0029_052_17664-17728_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_052_17664-17728_11', 'start_frame': 17600, 'end_frame': 17664, 'label': [11], 'view': 'center', 'filenames': '0029_052_17664-17728_11.mp4', 'durations': 64}"
2833,2833,0029_053_17684-17748_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_053_17684-17748_11', 'start_frame': 17664, 'end_frame': 17728, 'label': [11], 'view': 'center', 'filenames': '0029_053_17684-17748_11.mp4', 'durations': 64}"
2834,2834,0029_054_17748-17812_11.mp4,,64,center,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0.],"{'sample_id': '0029_054_17748-17812_11', 'start_frame': 17684, 'end_frame': 17748, 'label': [11], 'view': 'center', 'filenames': '0029_054_17748-17812_11.mp4', 'durations': 64}"
